full_text,image_url,network,body,display,platform,performance,memory,camera,sound,communications,features,battery,accessories,case_folding,cleaning,normalized,tokenize,Filtering/stopword_removal,stemming_data,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"Cinematic mode bokeh effect output iPhone 16 lambat diatur, cinematic mode depth effect sulit diatur levelnya dan kurang praktis untuk mengatur intensitas bokeh sinematik pada output video, tidak instan.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"cinematic mode bokeh effect output iphone 16 lambat diatur, cinematic mode depth effect sulit diatur levelnya dan kurang praktis untuk mengatur intensitas bokeh sinematik pada output video, tidak instan.",cinematic mode bokeh effect output iphone  lambat diatur cinematic mode depth effect sulit diatur levelnya dan kurang praktis untuk mengatur intensitas bokeh sinematik pada output video tidak instan,cinematic mode bokeh effect output iphone lambat atur cinematic mode depth effect sulit atur level dan kurang praktis untuk atur intensitas bokeh sinematik pada output video tidak instan,"['cinematic', 'mode', 'bokeh', 'effect', 'output', 'iphone', 'lambat', 'atur', 'cinematic', 'mode', 'depth', 'effect', 'sulit', 'atur', 'level', 'dan', 'kurang', 'praktis', 'untuk', 'atur', 'intensitas', 'bokeh', 'sinematik', 'pada', 'output', 'video', 'tidak', 'instan']","['cinematic', 'mode', 'bokeh', 'effect', 'output', 'lambat', 'atur', 'cinematic', 'mode', 'depth', 'effect', 'sulit', 'atur', 'level', 'praktis', 'atur', 'intensitas', 'bokeh', 'sinematik', 'output', 'video', 'instan']",cinematic mode bokeh effect output lambat atur cinematic mode depth effect sulit atur level praktis atur intensitas bokeh sinematik output video instan,,"Cinematic mode bokeh effect output iPhone 16 lambat diatur, cinematic mode depth effect sulit diatur levelnya dan kurang praktis untuk mengatur intensitas bokeh sinematik pada output video, tidak instan. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Exposure lock output iPhone 16 sulit dipakai, exposure lock sulit diaktifkan dan kurang efektif untuk mengunci exposure output foto dan video, tidak simpel.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"exposure lock output iphone 16 sulit dipakai, exposure lock sulit diaktifkan dan kurang efektif untuk mengunci exposure output foto dan video, tidak simpel.",exposure lock output iphone  sulit dipakai exposure lock sulit diaktifkan dan kurang efektif untuk mengunci exposure output foto dan video tidak simpel,exposure lock output iphone sulit pakai exposure lock sulit aktif dan kurang efektif untuk kunci exposure output foto dan video tidak simpel,"['exposure', 'lock', 'output', 'iphone', 'sulit', 'pakai', 'exposure', 'lock', 'sulit', 'aktif', 'dan', 'kurang', 'efektif', 'untuk', 'kunci', 'exposure', 'output', 'foto', 'dan', 'video', 'tidak', 'simpel']","['exposure', 'lock', 'output', 'sulit', 'pakai', 'exposure', 'lock', 'sulit', 'aktif', 'efektif', 'kunci', 'exposure', 'output', 'foto', 'video', 'simpel']",exposure lock output sulit pakai exposure lock sulit aktif efektif kunci exposure output foto video simpel,,"Exposure lock output iPhone 16 sulit dipakai, exposure lock sulit diaktifkan dan kurang efektif untuk mengunci exposure output foto dan video, tidak simpel. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Smart HDR 5 iPhone 16 pintar, detail foto tetap terjaga di kondisi backlight atau kontras tinggi.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"smart hdr 5 iphone 16 pintar, detail foto tetap terjaga di kondisi backlight atau kontras tinggi.",smart hdr  iphone  pintar detail foto tetap terjaga di kondisi backlight atau kontras tinggi,smart hdr iphone pintar detail foto tetap jaga di kondisi backlight atau kontras tinggi,"['smart', 'hdr', 'iphone', 'pintar', 'detail', 'foto', 'tetap', 'jaga', 'di', 'kondisi', 'backlight', 'atau', 'kontras', 'tinggi']","['smart', 'hdr', 'pintar', 'detail', 'foto', 'jaga', 'kondisi', 'backlight', 'kontras']",smart hdr pintar detail foto jaga kondisi backlight kontras,,"Smart HDR 5 iPhone 16 pintar, detail foto tetap terjaga di kondisi backlight atau kontras tinggi. ",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Output kamera iPhone 16 sulit dibersihkan visualnya, tampilan output foto dan video kurang bersih dan jernih, banyak artefak atau noise visual yang mengganggu.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"output kamera iphone 16 sulit dibersihkan visualnya, tampilan output foto dan video kurang bersih dan jernih, banyak artefak atau noise visual yang mengganggu.",output kamera iphone  sulit dibersihkan visualnya tampilan output foto dan video kurang bersih dan jernih banyak artefak atau noise visual yang mengganggu,output kamera iphone sulit bersih visual tampil output foto dan video kurang bersih dan jernih banyak artefak atau noise visual yang ganggu,"['output', 'kamera', 'iphone', 'sulit', 'bersih', 'visual', 'tampil', 'output', 'foto', 'dan', 'video', 'kurang', 'bersih', 'dan', 'jernih', 'banyak', 'artefak', 'atau', 'noise', 'visual', 'yang', 'ganggu']","['output', 'kamera', 'sulit', 'bersih', 'visual', 'tampil', 'output', 'foto', 'video', 'bersih', 'jernih', 'artefak', 'noise', 'visual', 'ganggu']",output kamera sulit bersih visual tampil output foto video bersih jernih artefak noise visual ganggu,,"Output kamera iPhone 16 sulit dibersihkan visualnya, tampilan output foto dan video kurang bersih dan jernih, banyak artefak atau noise visual yang mengganggu. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Lens correction output iPhone 16 gampang dipakai, lens correction mudah diaktifkan untuk mengoreksi distorsi lensa pada output foto dan video, simpel.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"lens correction output iphone 16 gampang dipakai, lens correction mudah diaktifkan untuk mengoreksi distorsi lensa pada output foto dan video, simpel.",lens correction output iphone  gampang dipakai lens correction mudah diaktifkan untuk mengoreksi distorsi lensa pada output foto dan video simpel,lens correction output iphone gampang pakai lens correction mudah aktif untuk koreksi distorsi lensa pada output foto dan video simpel,"['lens', 'correction', 'output', 'iphone', 'gampang', 'pakai', 'lens', 'correction', 'mudah', 'aktif', 'untuk', 'koreksi', 'distorsi', 'lensa', 'pada', 'output', 'foto', 'dan', 'video', 'simpel']","['lens', 'correction', 'output', 'gampang', 'pakai', 'lens', 'correction', 'mudah', 'aktif', 'koreksi', 'distorsi', 'lensa', 'output', 'foto', 'video', 'simpel']",lens correction output gampang pakai lens correction mudah aktif koreksi distorsi lensa output foto video simpel,,"Lens correction output iPhone 16 gampang dipakai, lens correction mudah diaktifkan untuk mengoreksi distorsi lensa pada output foto dan video, simpel. ",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
IPhone 13 Pro memiliki layar 120Hz. Sensor kamera belakang jauh lebih besar. Alasan utama lompatan dari 12 pro. 14Pro sekali lagi merupakan peningkatan bertahap dengan pil. 15 Pro memberikan perubahan besar lainnya Titanium dan USB-c iPhone jenuh 16 Pro menawarkan TIDAK ADA YANG BARU,0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,iphone 13 pro memiliki layar 120hz. sensor kamera belakang jauh lebih besar. alasan utama lompatan dari 12 pro. 14pro sekali lagi merupakan peningkatan bertahap dengan pil. 15 pro memberikan perubahan besar lainnya titanium dan usb-c iphone jenuh 16 pro menawarkan tidak ada yang baru,iphone  pro memiliki layar hz sensor kamera belakang jauh lebih besar alasan utama lompatan dari  pro pro sekali lagi merupakan peningkatan bertahap dengan pil  pro memberikan perubahan besar lainnya titanium dan usbc iphone jenuh  pro menawarkan tidak ada yang baru,iphone pro milik layar hz sensor kamera belakang jauh lebih besar alas utama lompat dari pro pro sekali lagi rupa tingkat tahap dengan pil pro beri ubah besar lain titanium dan usbc iphone jenuh pro tawar tidak ada yang baru,"['iphone', 'pro', 'milik', 'layar', 'hz', 'sensor', 'kamera', 'belakang', 'jauh', 'lebih', 'besar', 'alas', 'utama', 'lompat', 'dari', 'pro', 'pro', 'sekali', 'lagi', 'rupa', 'tingkat', 'tahap', 'dengan', 'pil', 'pro', 'beri', 'ubah', 'besar', 'lain', 'titanium', 'dan', 'usbc', 'iphone', 'jenuh', 'pro', 'tawar', 'tidak', 'ada', 'yang', 'baru']","['pro', 'milik', 'layar', 'hz', 'sensor', 'kamera', 'alas', 'utama', 'lompat', 'pro', 'pro', 'rupa', 'tingkat', 'tahap', 'pil', 'pro', 'ubah', 'titanium', 'usbc', 'jenuh', 'pro', 'tawar']",pro milik layar hz sensor kamera alas utama lompat pro pro rupa tingkat tahap pil pro ubah titanium usbc jenuh pro tawar,,IPhone 13 Pro memiliki layar 120Hz. Sensor kamera belakang jauh lebih besar. Alasan utama lompatan dari 12 pro. 14Pro sekali lagi merupakan peningkatan bertahap dengan pil. 15 Pro memberikan perubahan besar lainnya Titanium dan USB-c iPhone jenuh 16 Pro menawarkan TIDAK ADA YANG BARU ,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Metering mode output iPhone 16 cepat diganti, metering mode mudah diganti untuk menyesuaikan cara pengukuran cahaya pada output foto dan video, instan.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"metering mode output iphone 16 cepat diganti, metering mode mudah diganti untuk menyesuaikan cara pengukuran cahaya pada output foto dan video, instan.",metering mode output iphone  cepat diganti metering mode mudah diganti untuk menyesuaikan cara pengukuran cahaya pada output foto dan video instan,metering mode output iphone cepat ganti metering mode mudah ganti untuk sesuai cara ukur cahaya pada output foto dan video instan,"['metering', 'mode', 'output', 'iphone', 'cepat', 'ganti', 'metering', 'mode', 'mudah', 'ganti', 'untuk', 'sesuai', 'cara', 'ukur', 'cahaya', 'pada', 'output', 'foto', 'dan', 'video', 'instan']","['metering', 'mode', 'output', 'cepat', 'ganti', 'metering', 'mode', 'mudah', 'ganti', 'sesuai', 'ukur', 'cahaya', 'output', 'foto', 'video', 'instan']",metering mode output cepat ganti metering mode mudah ganti sesuai ukur cahaya output foto video instan,,"Metering mode output iPhone 16 cepat diganti, metering mode mudah diganti untuk menyesuaikan cara pengukuran cahaya pada output foto dan video, instan. ",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Cinematic mode bokeh effect output iPhone 16 sulit diatur, cinematic mode bokeh effect sulit diatur rangenya dan kurang efektif untuk menyesuaikan range bokeh effect pada output video cinematic, tidak simpel.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"cinematic mode bokeh effect output iphone 16 sulit diatur, cinematic mode bokeh effect sulit diatur rangenya dan kurang efektif untuk menyesuaikan range bokeh effect pada output video cinematic, tidak simpel.",cinematic mode bokeh effect output iphone  sulit diatur cinematic mode bokeh effect sulit diatur rangenya dan kurang efektif untuk menyesuaikan range bokeh effect pada output video cinematic tidak simpel,cinematic mode bokeh effect output iphone sulit atur cinematic mode bokeh effect sulit atur rangenya dan kurang efektif untuk sesuai range bokeh effect pada output video cinematic tidak simpel,"['cinematic', 'mode', 'bokeh', 'effect', 'output', 'iphone', 'sulit', 'atur', 'cinematic', 'mode', 'bokeh', 'effect', 'sulit', 'atur', 'rangenya', 'dan', 'kurang', 'efektif', 'untuk', 'sesuai', 'range', 'bokeh', 'effect', 'pada', 'output', 'video', 'cinematic', 'tidak', 'simpel']","['cinematic', 'mode', 'bokeh', 'effect', 'output', 'sulit', 'atur', 'cinematic', 'mode', 'bokeh', 'effect', 'sulit', 'atur', 'rangenya', 'efektif', 'sesuai', 'range', 'bokeh', 'effect', 'output', 'video', 'cinematic', 'simpel']",cinematic mode bokeh effect output sulit atur cinematic mode bokeh effect sulit atur rangenya efektif sesuai range bokeh effect output video cinematic simpel,,"Cinematic mode bokeh effect output iPhone 16 sulit diatur, cinematic mode bokeh effect sulit diatur rangenya dan kurang efektif untuk menyesuaikan range bokeh effect pada output video cinematic, tidak simpel. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Subject tracking output iPhone 16 cepat diaktifkan, subject tracking mudah diaktifkan untuk melacak objek bergerak pada output foto dan video, instan.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"subject tracking output iphone 16 cepat diaktifkan, subject tracking mudah diaktifkan untuk melacak objek bergerak pada output foto dan video, instan.",subject tracking output iphone  cepat diaktifkan subject tracking mudah diaktifkan untuk melacak objek bergerak pada output foto dan video instan,subject tracking output iphone cepat aktif subject tracking mudah aktif untuk lacak objek gerak pada output foto dan video instan,"['subject', 'tracking', 'output', 'iphone', 'cepat', 'aktif', 'subject', 'tracking', 'mudah', 'aktif', 'untuk', 'lacak', 'objek', 'gerak', 'pada', 'output', 'foto', 'dan', 'video', 'instan']","['subject', 'tracking', 'output', 'cepat', 'aktif', 'subject', 'tracking', 'mudah', 'aktif', 'lacak', 'objek', 'gerak', 'output', 'foto', 'video', 'instan']",subject tracking output cepat aktif subject tracking mudah aktif lacak objek gerak output foto video instan,,"Subject tracking output iPhone 16 cepat diaktifkan, subject tracking mudah diaktifkan untuk melacak objek bergerak pada output foto dan video, instan. ",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Output foto iPhone 16 kadang tidak konsisten, hasilnya tergantung kondisi cahaya, kadang bagus kadang biasa saja.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"output foto iphone 16 kadang tidak konsisten, hasilnya tergantung kondisi cahaya, kadang bagus kadang biasa saja.",output foto iphone  kadang tidak konsisten hasilnya tergantung kondisi cahaya kadang bagus kadang biasa saja,output foto iphone kadang tidak konsisten hasil gantung kondisi cahaya kadang bagus kadang biasa saja,"['output', 'foto', 'iphone', 'kadang', 'tidak', 'konsisten', 'hasil', 'gantung', 'kondisi', 'cahaya', 'kadang', 'bagus', 'kadang', 'biasa', 'saja']","['output', 'foto', 'kadang', 'konsisten', 'hasil', 'gantung', 'kondisi', 'cahaya', 'kadang', 'bagus', 'kadang']",output foto kadang konsisten hasil gantung kondisi cahaya kadang bagus kadang,,"Output foto iPhone 16 kadang tidak konsisten, hasilnya tergantung kondisi cahaya, kadang bagus kadang biasa saja. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Stabilisasi video iPhone 16 masih goyang kalau gerakannya ekstrem, tidak sehalus klaimnya.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"stabilisasi video iphone 16 masih goyang kalau gerakannya ekstrem, tidak sehalus klaimnya.",stabilisasi video iphone  masih goyang kalau gerakannya ekstrem tidak sehalus klaimnya,stabilisasi video iphone masih goyang kalau gera ekstrem tidak halus klaim,"['stabilisasi', 'video', 'iphone', 'masih', 'goyang', 'kalau', 'gera', 'ekstrem', 'tidak', 'halus', 'klaim']","['stabilisasi', 'video', 'goyang', 'gera', 'ekstrem', 'halus', 'klaim']",stabilisasi video goyang gera ekstrem halus klaim,,"Stabilisasi video iPhone 16 masih goyang kalau gerakannya ekstrem, tidak sehalus klaimnya. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Brightness output iPhone 16 sulit diatur, brightness sulit diatur levelnya dan kurang efektif untuk mengatur kecerahan pada output foto dan video, tidak simpel.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"brightness output iphone 16 sulit diatur, brightness sulit diatur levelnya dan kurang efektif untuk mengatur kecerahan pada output foto dan video, tidak simpel.",brightness output iphone  sulit diatur brightness sulit diatur levelnya dan kurang efektif untuk mengatur kecerahan pada output foto dan video tidak simpel,brightness output iphone sulit atur brightness sulit atur level dan kurang efektif untuk atur cerah pada output foto dan video tidak simpel,"['brightness', 'output', 'iphone', 'sulit', 'atur', 'brightness', 'sulit', 'atur', 'level', 'dan', 'kurang', 'efektif', 'untuk', 'atur', 'cerah', 'pada', 'output', 'foto', 'dan', 'video', 'tidak', 'simpel']","['brightness', 'output', 'sulit', 'atur', 'brightness', 'sulit', 'atur', 'level', 'efektif', 'atur', 'cerah', 'output', 'foto', 'video', 'simpel']",brightness output sulit atur brightness sulit atur level efektif atur cerah output foto video simpel,,"Brightness output iPhone 16 sulit diatur, brightness sulit diatur levelnya dan kurang efektif untuk mengatur kecerahan pada output foto dan video, tidak simpel. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Front/rear camera output iPhone 16 mudah diganti, perpindahan kamera depan dan belakang mudah dan cepat untuk menghasilkan output foto dari berbagai sudut, praktis.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"front/rear camera output iphone 16 mudah diganti, perpindahan kamera depan dan belakang mudah dan cepat untuk menghasilkan output foto dari berbagai sudut, praktis.",frontrear camera output iphone  mudah diganti perpindahan kamera depan dan belakang mudah dan cepat untuk menghasilkan output foto dari berbagai sudut praktis,frontrear camera output iphone mudah ganti pindah kamera depan dan belakang mudah dan cepat untuk hasil output foto dari bagai sudut praktis,"['frontrear', 'camera', 'output', 'iphone', 'mudah', 'ganti', 'pindah', 'kamera', 'depan', 'dan', 'belakang', 'mudah', 'dan', 'cepat', 'untuk', 'hasil', 'output', 'foto', 'dari', 'bagai', 'sudut', 'praktis']","['frontrear', 'camera', 'output', 'mudah', 'ganti', 'pindah', 'kamera', 'mudah', 'cepat', 'hasil', 'output', 'foto', 'sudut', 'praktis']",frontrear camera output mudah ganti pindah kamera mudah cepat hasil output foto sudut praktis,,"Front/rear camera output iPhone 16 mudah diganti, perpindahan kamera depan dan belakang mudah dan cepat untuk menghasilkan output foto dari berbagai sudut, praktis. ",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Cinematic mode output iPhone 16 lambat diakses, mode cinematic video sulit diakses dan kurang praktis untuk menghasilkan output video sinematik dengan cepat, tidak instan.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"cinematic mode output iphone 16 lambat diakses, mode cinematic video sulit diakses dan kurang praktis untuk menghasilkan output video sinematik dengan cepat, tidak instan.",cinematic mode output iphone  lambat diakses mode cinematic video sulit diakses dan kurang praktis untuk menghasilkan output video sinematik dengan cepat tidak instan,cinematic mode output iphone lambat akses mode cinematic video sulit akses dan kurang praktis untuk hasil output video sinematik dengan cepat tidak instan,"['cinematic', 'mode', 'output', 'iphone', 'lambat', 'akses', 'mode', 'cinematic', 'video', 'sulit', 'akses', 'dan', 'kurang', 'praktis', 'untuk', 'hasil', 'output', 'video', 'sinematik', 'dengan', 'cepat', 'tidak', 'instan']","['cinematic', 'mode', 'output', 'lambat', 'akses', 'mode', 'cinematic', 'video', 'sulit', 'akses', 'praktis', 'hasil', 'output', 'video', 'sinematik', 'cepat', 'instan']",cinematic mode output lambat akses mode cinematic video sulit akses praktis hasil output video sinematik cepat instan,,"Cinematic mode output iPhone 16 lambat diakses, mode cinematic video sulit diakses dan kurang praktis untuk menghasilkan output video sinematik dengan cepat, tidak instan. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Output video 4K 60fps iPhone 16 berat di HP, bikin cepat panas dan boros baterai, tidak worth it.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"output video 4k 60fps iphone 16 berat di hp, bikin cepat panas dan boros baterai, tidak worth it.",output video k fps iphone  berat di hp bikin cepat panas dan boros baterai tidak worth it,output video k fps iphone berat di hp bikin cepat panas dan boros baterai tidak worth it,"['output', 'video', 'k', 'fps', 'iphone', 'berat', 'di', 'hp', 'bikin', 'cepat', 'panas', 'dan', 'boros', 'baterai', 'tidak', 'worth', 'it']","['output', 'video', 'k', 'fps', 'berat', 'hp', 'bikin', 'cepat', 'panas', 'boros', 'baterai', 'worth', 'it']",output video k fps berat hp bikin cepat panas boros baterai worth it,,"Output video 4K 60fps iPhone 16 berat di HP, bikin cepat panas dan boros baterai, tidak worth it. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Output kamera iPhone 16 norak desain visualnya, tampilan hasil foto dan video kurang menarik dan tidak modern, estetika rendah.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"output kamera iphone 16 norak desain visualnya, tampilan hasil foto dan video kurang menarik dan tidak modern, estetika rendah.",output kamera iphone  norak desain visualnya tampilan hasil foto dan video kurang menarik dan tidak modern estetika rendah,output kamera iphone norak desain visual tampil hasil foto dan video kurang tarik dan tidak modern estetika rendah,"['output', 'kamera', 'iphone', 'norak', 'desain', 'visual', 'tampil', 'hasil', 'foto', 'dan', 'video', 'kurang', 'tarik', 'dan', 'tidak', 'modern', 'estetika', 'rendah']","['output', 'kamera', 'norak', 'desain', 'visual', 'tampil', 'hasil', 'foto', 'video', 'tarik', 'modern', 'estetika', 'rendah']",output kamera norak desain visual tampil hasil foto video tarik modern estetika rendah,,"Output kamera iPhone 16 norak desain visualnya, tampilan hasil foto dan video kurang menarik dan tidak modern, estetika rendah. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cinematic mode bokeh effect output iPhone 16 gampang diatur, cinematic mode bokeh effect mudah diatur rangenya untuk menyesuaikan range bokeh effect pada output video cinematic, simpel.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"cinematic mode bokeh effect output iphone 16 gampang diatur, cinematic mode bokeh effect mudah diatur rangenya untuk menyesuaikan range bokeh effect pada output video cinematic, simpel.",cinematic mode bokeh effect output iphone  gampang diatur cinematic mode bokeh effect mudah diatur rangenya untuk menyesuaikan range bokeh effect pada output video cinematic simpel,cinematic mode bokeh effect output iphone gampang atur cinematic mode bokeh effect mudah atur rangenya untuk sesuai range bokeh effect pada output video cinematic simpel,"['cinematic', 'mode', 'bokeh', 'effect', 'output', 'iphone', 'gampang', 'atur', 'cinematic', 'mode', 'bokeh', 'effect', 'mudah', 'atur', 'rangenya', 'untuk', 'sesuai', 'range', 'bokeh', 'effect', 'pada', 'output', 'video', 'cinematic', 'simpel']","['cinematic', 'mode', 'bokeh', 'effect', 'output', 'gampang', 'atur', 'cinematic', 'mode', 'bokeh', 'effect', 'mudah', 'atur', 'rangenya', 'sesuai', 'range', 'bokeh', 'effect', 'output', 'video', 'cinematic', 'simpel']",cinematic mode bokeh effect output gampang atur cinematic mode bokeh effect mudah atur rangenya sesuai range bokeh effect output video cinematic simpel,,"Cinematic mode bokeh effect output iPhone 16 gampang diatur, cinematic mode bokeh effect mudah diatur rangenya untuk menyesuaikan range bokeh effect pada output video cinematic, simpel. ",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Apple Intelligence telah diumumkan untuk iPhone 16. Alat tulis baru telah ditambahkan. Video dapat dibuat lebih cepat. Anda dapat menghasilkan gambar yang dipoles untuk catatan Anda. Telepon adalah pisau Swiss Army yang baru. @peacekim #MCJ124 @FSMCJDept @FresnoStateCAH https://t.co/zRcCaY0xoO,https://pbs.twimg.com/ext_tw_video_thumb/1836133549780742144/pu/img/MI1NgGQDtPGT59XC.jpg,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,apple intelligence telah diumumkan untuk iphone 16. alat tulis baru telah ditambahkan. video dapat dibuat lebih cepat. anda dapat menghasilkan gambar yang dipoles untuk catatan anda. telepon adalah pisau swiss army yang baru. @peacekim #mcj124 @fsmcjdept @fresnostatecah https://t.co/zrccay0xoo,apple intelligence telah diumumkan untuk iphone  alat tulis baru telah ditambahkan video dapat dibuat lebih cepat anda dapat menghasilkan gambar yang dipoles untuk catatan anda telepon adalah pisau swiss army yang baru peacekim mcj fsmcjdept fresnostatecah httpstcozrccayxoo,apple intelligence telah umum untuk iphone alat tulis baru telah tambah video dapat buat lebih cepat anda dapat hasil gambar yang poles untuk catat anda telepon adalah pisau swiss army yang baru peacekim mcj fsmcjdept fresnostatecah httpstcozrccayxoo,"['apple', 'intelligence', 'telah', 'umum', 'untuk', 'iphone', 'alat', 'tulis', 'baru', 'telah', 'tambah', 'video', 'dapat', 'buat', 'lebih', 'cepat', 'anda', 'dapat', 'hasil', 'gambar', 'yang', 'poles', 'untuk', 'catat', 'anda', 'telepon', 'adalah', 'pisau', 'swiss', 'army', 'yang', 'baru', 'peacekim', 'mcj', 'fsmcjdept', 'fresnostatecah', 'httpstcozrccayxoo']","['intelligence', 'alat', 'tulis', 'video', 'cepat', 'hasil', 'gambar', 'poles', 'catat', 'telepon', 'pisau', 'swiss', 'army', 'peacekim', 'mcj', 'fsmcjdept', 'fresnostatecah', 'httpstcozrccayxoo']",intelligence alat tulis video cepat hasil gambar poles catat telepon pisau swiss army peacekim mcj fsmcjdept fresnostatecah httpstcozrccayxoo,,Apple Intelligence telah diumumkan untuk iPhone 16. Alat tulis baru telah ditambahkan. Video dapat dibuat lebih cepat. Anda dapat menghasilkan gambar yang dipoles untuk catatan Anda. Telepon adalah pisau Swiss Army yang baru. @peacekim #MCJ124 @FSMCJDept @FresnoStateCAH https://t.co/zRcCaY0xoO ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
"Sharpening algorithm output iPhone 16 lambat diganti, sharpening algorithm sulit diganti options selection dan kurang efektif untuk menyesuaikan opsi algorithm sharpening pada output foto dan video, tidak simpel.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"sharpening algorithm output iphone 16 lambat diganti, sharpening algorithm sulit diganti options selection dan kurang efektif untuk menyesuaikan opsi algorithm sharpening pada output foto dan video, tidak simpel.",sharpening algorithm output iphone  lambat diganti sharpening algorithm sulit diganti options selection dan kurang efektif untuk menyesuaikan opsi algorithm sharpening pada output foto dan video tidak simpel,sharpening algorithm output iphone lambat ganti sharpening algorithm sulit ganti options selection dan kurang efektif untuk sesuai opsi algorithm sharpening pada output foto dan video tidak simpel,"['sharpening', 'algorithm', 'output', 'iphone', 'lambat', 'ganti', 'sharpening', 'algorithm', 'sulit', 'ganti', 'options', 'selection', 'dan', 'kurang', 'efektif', 'untuk', 'sesuai', 'opsi', 'algorithm', 'sharpening', 'pada', 'output', 'foto', 'dan', 'video', 'tidak', 'simpel']","['sharpening', 'algorithm', 'output', 'lambat', 'ganti', 'sharpening', 'algorithm', 'sulit', 'ganti', 'options', 'selection', 'efektif', 'sesuai', 'opsi', 'algorithm', 'sharpening', 'output', 'foto', 'video', 'simpel']",sharpening algorithm output lambat ganti sharpening algorithm sulit ganti options selection efektif sesuai opsi algorithm sharpening output foto video simpel,,"Sharpening algorithm output iPhone 16 lambat diganti, sharpening algorithm sulit diganti options selection dan kurang efektif untuk menyesuaikan opsi algorithm sharpening pada output foto dan video, tidak simpel. ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
