full_text,image_url,translated_text,sentiment,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"iPhone 16 responsif banget buat game, input lag minimal, semua command langsung dieksekusi cepat dan akurat.",,"iPhone 16 is very responsive for games, minimal input lag, all commands are immediately executed quickly and accurately.",2,,"iPhone 16 responsif banget buat game, input lag minimal, semua command langsung dieksekusi cepat dan akurat. ",0,0,0,0,2,0,0,0,0,0,0,0
"Suara speaker iPhone 16 pas ngegame keren banget, efek suara, ledakan semua terasa hidup!",,"The sound of the iPhone 16 speaker when the game is really cool, the sound effect, the explosion all feels alive!",2,,"Suara speaker iPhone 16 pas ngegame keren banget, efek suara, ledakan semua terasa hidup! ",0,0,0,0,2,0,0,2,0,0,0,0
"Overall performa game iPhone 16 mengecewakan! Banyak masalah, lag, panas, FPS drop, gak worth it buat ngegame, mending HP lain!",,"Overall performance of iPhone 16 games disappointing!Many problems, lag, hot, fps drop, not worth it for games, better other cellphones!",1,,"Overall performa game iPhone 16 mengecewakan! Banyak masalah, lag, panas, FPS drop, gak worth it buat ngegame, mending HP lain! ",0,0,0,0,1,0,0,0,0,0,0,0
"Overall performa game iPhone 16 ini zonk sedunia, parah banget, the ultimate gaming disappointment, smartphone gaming terburuk yang pernah kucoba!",,"Overall performance of this iPhone 16 game zonk worldwide, really bad, The Ultimate Gaming Dispointing, the worst gaming smartphone I've ever tried!",1,,"Overall performa game iPhone 16 ini zonk sedunia, parah banget, the ultimate gaming disappointment, smartphone gaming terburuk yang pernah kucoba! ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 kurang responsif buat game, input lag nya kerasa banget, command sering delay, bikin frustrasi pas main game fast-paced.",,"iPhone 16 is less responsive for games, input lag really feels, command is often delayed, making frustration when playing fast-paced games.",1,,"iPhone 16 kurang responsif buat game, input lag nya kerasa banget, command sering delay, bikin frustrasi pas main game fast-paced. ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini berasa berat kayak batu bata performanya, kasar kayak amplas, berat banget dipake ngegame, berasa beban banget ditangan.",,"This iPhone 16 feels heavy like a brick performance, rough like sandpaper, very heavy using a game, feels really burden in the hands.",2,,"iPhone 16 ini berasa berat kayak batu bata performanya, kasar kayak amplas, berat banget dipake ngegame, berasa beban banget ditangan. ",0,0,0,0,1,0,0,0,0,0,0,0
"Overall performa game iPhone 16 ini fiasco kayak kiamat kubra yang menghancurkan seluruh alam semesta, terrible kayak azab neraka jahanam yang membara tanpa akhir, dan gak ketolong lagi kayak harapan palsu yang mengiris hati dan jiwa, the worst performance gaming smartphone ever imagined in the deepest darkest corners of my subconscious nightmares across all possible timelines and alternate universes!",,"Overall performance of this iPhone 16 game Fiasco like the apocalypse of Kubra which destroys the entire universe, terrible like the punishment of hell hellfire that is burning without end, and is not helped like false hope that slices the heart and soul, The Worst Performance Gaming Smartphone Ever Imagined in the Deepest Darkest Corners of My SubconsciousAlternate University!",1,,"Overall performa game iPhone 16 ini fiasco kayak kiamat kubra yang menghancurkan seluruh alam semesta, terrible kayak azab neraka jahanam yang membara tanpa akhir, dan gak ketolong lagi kayak harapan palsu yang mengiris hati dan jiwa, the worst performance gaming smartphone ever imagined in the deepest darkest corners of my subconscious nightmares across all possible timelines and alternate universes! ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini boros baterai banget meski cuma ngegame ringan, performanya lumayan tapi daya tahannya cepat habis dan harus sering di-charge.",,"This iPhone 16 is really wasteful of batteries even though it's only a light time, the performance is pretty good but the durability is running out quickly and must be charged often.",2,,"iPhone 16 ini boros baterai banget meski cuma ngegame ringan, performanya lumayan tapi daya tahannya cepat habis dan harus sering di-charge. ",0,0,0,0,1,0,0,0,0,0,0,0
"Overall performa game iPhone 16 ini fiasco buat semua gamer dari hardcore sampe casual, pathetic gaming performance banyak kekurangannya!",,"Overall performance of this iPhone 16 game Fiasco for all gamers from hardcore to casual, Pathetic Gaming Performance has many shortcomings!",1,,"Overall performa game iPhone 16 ini fiasco buat semua gamer dari hardcore sampe casual, pathetic gaming performance banyak kekurangannya! ",0,0,0,0,1,0,0,0,0,0,0,0
"Suara speaker iPhone 16 pas ngegame sakit di telinga, volume keras tapi cempreng.",,"The sound of iPhone 16 speakers when playing pain in the ear, loud volume but shrill.",1,,"Suara speaker iPhone 16 pas ngegame sakit di telinga, volume keras tapi cempreng. ",0,0,0,0,1,0,0,2,0,0,0,0
iPhone 16 memory 2TB? Gokil! Bisa buat simpan film 4K satu library penuh!,,iPhone 16 Memory 2TB?Gokil!Can Save 4K Film One Library Full!,2,,iPhone 16 memory 2TB? Gokil! Bisa buat simpan film 4K satu library penuh! ,0,0,0,0,0,2,0,0,0,0,0,0
"Main game berat dengan setting grafis maksimal di iPhone 16 memory nya kurang lancar, loading game lama dan seringkali terjadi frame drop.""",,"Playing heavy games with maximum graphic settings on the iPhone 16 memory is less smooth, loading old games and often occur frames drops. """,2,,"Main game berat dengan setting grafis maksimal di iPhone 16 memory nya kurang lancar, loading game lama dan seringkali terjadi frame drop."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Kecepatan buka aplikasi memory iPhone 16 ini secepat kilat petir, performanya instan memory dan gak pakai loading memory sama sekali saat membuka aplikasi apapun dari memory internal maupun external*.""",,"The speed of opening the iPhone 16 memory application is lightning as fast as lightning, its performance is instant memory and does not use loading memory at all when opening any application from internal or external memory*. """,0,,"Kecepatan buka aplikasi memory iPhone 16 ini secepat kilat petir, performanya instan memory dan gak pakai loading memory sama sekali saat membuka aplikasi apapun dari memory internal maupun external*."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Overall performa memory iPhone 16 ini perfecto, numero uno memory dan tiada tara memory, the best performance memory smartphone ever!",,"Overall Performance Memory iPhone 16 is Perfecto, Numero Uno Memory and No Tara Memory, The Best Performance Memory Smartphone Ever!",2,,"Overall performa memory iPhone 16 ini perfecto, numero uno memory dan tiada tara memory, the best performance memory smartphone ever! ",0,0,0,0,0,2,0,0,0,0,0,0
"Output audio memory iPhone 16 ini powerfull banget memory dan jernih memory kayak konser musik orkestra simfoni megah di stadion raksasa, performanya lantang memory kayak speaker stadion kelas dunia dan gak sember memory sedikitpun meski volume full power tanpa batas, gaming experience makin bombastis dan spektakuler!""",,"This iPhone 16 audio memory output is very powerful memory and clear memory like a magnificent symphony orchestra music concert at a giant stadium, the performance is a loud memory like a world -class stadium speaker and does not have the slightest memory even though the full power volume is unlimited, gaming experience is more bombastic and spectacular! """,2,,"Output audio memory iPhone 16 ini powerfull banget memory dan jernih memory kayak konser musik orkestra simfoni megah di stadion raksasa, performanya lantang memory kayak speaker stadion kelas dunia dan gak sember memory sedikitpun meski volume full power tanpa batas, gaming experience makin bombastis dan spektakuler!"" ",0,0,0,0,0,2,0,0,0,0,0,0
"Main game berat dengan graphic maksimal di iPhone 16 ini gak lancar, performanya naik turun memory dan loading level nya tinggi.""",,"Playing heavy games with the maximum graphics on the iPhone 16 is not smooth, the performance up and down memory and loading level is high. """,2,,"Main game berat dengan graphic maksimal di iPhone 16 ini gak lancar, performanya naik turun memory dan loading level nya tinggi."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Main game battle royale rank tertinggi memory di iPhone 16 ini lancar jaya memory performanya, performanya stabil memory di rank tertinggi dan grafisnya detail memory tinggi meski digunakan dalam waktu yang sangat lama dan intensif.""",,"Playing the highest Memory Royale Battle Royale game on the iPhone 16 is smoothly victorious, its performance is stable memory in the highest rank and the graphics of high memory details even though it is used for a very long and intensive time. """,2,,"Main game battle royale rank tertinggi memory di iPhone 16 ini lancar jaya memory performanya, performanya stabil memory di rank tertinggi dan grafisnya detail memory tinggi meski digunakan dalam waktu yang sangat lama dan intensif."" ",0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 memory tetap terasa terbatas meski sudah 1TB, apalagi buat yang suka koleksi film kualitas tinggi.",,"The iPhone 16 memory still feels limited even though it is 1TB, especially for those who like high quality film collections.",2,,"iPhone 16 memory tetap terasa terbatas meski sudah 1TB, apalagi buat yang suka koleksi film kualitas tinggi. ",0,0,0,0,0,0,0,0,0,0,0,0
"iPhone 16 memory multitasking sangat handal, buka banyak aplikasi sekaligus tidak jadi masalah sama sekali.""",,"iPhone 16 Memory Multitasking is very reliable, opening many applications at the same time not a problem at all. """,2,,"iPhone 16 memory multitasking sangat handal, buka banyak aplikasi sekaligus tidak jadi masalah sama sekali."" ",0,0,0,0,0,1,0,0,0,0,0,0
Johny Srouji dari Apple mengonfirmasi semua model iPhone 16 memiliki RAM 8 GB luar biasa!,https://pbs.twimg.com/media/GXjAkQHaAAAUhxW.jpg,Johny Srouji from Apple confirms that all iPhone 16 models have an extraordinary 8 GB RAM!,0,,Johny Srouji dari Apple mengonfirmasi semua model iPhone 16 memiliki RAM 8 GB luar biasa! ,0,0,0,0,0,2,0,0,0,0,0,0
"Output audio memory iPhone 16 ini powerfull, performanya lantang memory dan gak sember memory meski volume maksimal.""",,"The iPhone 16 audio memory output is powerful, its performance is loud and not memory, even though the volume is maximum. """,2,,"Output audio memory iPhone 16 ini powerfull, performanya lantang memory dan gak sember memory meski volume maksimal."" ",0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 ini gesit banget di jari dalam hal memory management, semua gesture memory dan touch memory direspon dengan cepat dan akurat saat manajemen file dan data*.""",,"The iPhone 16 is very agile on the fingers in terms of memory management, all memory gestures and touch memory are responded quickly and accurately when file management and data*. """,0,,"iPhone 16 ini gesit banget di jari dalam hal memory management, semua gesture memory dan touch memory direspon dengan cepat dan akurat saat manajemen file dan data*."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Konektivitas memory iPhone 16 ini buruk, performanya dalam transfer data via WiFi dan kabel tidak stabil dan lambat.""",,"The iPhone 16 memory connectivity is bad, its performance in data transfer via wifi and cable is unstable and slow. """,1,,"Konektivitas memory iPhone 16 ini buruk, performanya dalam transfer data via WiFi dan kabel tidak stabil dan lambat."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Kecepatan buka aplikasi memory iPhone 16 ini selambat siput merangkak di gurun pasir, performanya lama banget memory dan bikin nunggu lama memory saat membuka aplikasi apapun dari memory internal maupun external*, membuang waktu dan energi percuma.""",,"The speed of opening the iPhone 16 memory application is as slow as the snail crawls in the desert, the performance is very long memory and makes a long time waiting for the memory when opening any application from internal or external memory*, waste time and energy is useless. """,1,,"Kecepatan buka aplikasi memory iPhone 16 ini selambat siput merangkak di gurun pasir, performanya lama banget memory dan bikin nunggu lama memory saat membuka aplikasi apapun dari memory internal maupun external*, membuang waktu dan energi percuma."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Buat rendering video 4K memory, iPhone 16 ini cepat banget, performanya ngebut memory dan hasilnya berkualitas tinggi memory.""",,"For rendering 4K memory videos, the iPhone 16 is very fast, the performance is speeding memory and the results are of high quality memory. """,0,,"Buat rendering video 4K memory, iPhone 16 ini cepat banget, performanya ngebut memory dan hasilnya berkualitas tinggi memory."" ",0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 memory gak gampang panas memory, performanya tetap stabil memory meski dipake lama buat aktivitas berat memory.""",,"iPhone 16 memory is not easily hot memory, its performance remains stable memory even though it is used for a long time for heavy memory activity. """,0,,"iPhone 16 memory gak gampang panas memory, performanya tetap stabil memory meski dipake lama buat aktivitas berat memory."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Suara memory iPhone 16 ini merdu memory performance, performanya clear memory dan balance memory di semua frekuensi, memory audio berkualitas tinggi.""",,"The iPhone 16 memory sound is melodious memory performance, its performance is clear memory and balance memory at all frequencies, high -quality audio memory. """,2,,"Suara memory iPhone 16 ini merdu memory performance, performanya clear memory dan balance memory di semua frekuensi, memory audio berkualitas tinggi."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Konektivitas memory iPhone 16 ini prima, performanya dalam transfer data via WiFi dan kabel stabil dan cepat.""",,"The iPhone 16 memory connectivity is prime, its performance in data transfer via wifi and cable is stable and fast. """,2,,"Konektivitas memory iPhone 16 ini prima, performanya dalam transfer data via WiFi dan kabel stabil dan cepat."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Kecepatan buka aplikasi memory iPhone 16 ini selambat siput, performanya lama banget memory dan bikin nunggu lama memory saat membuka aplikasi apapun dari memory internal*.""",,"The speed of opening the iPhone 16 memory application is as slow as a snail, the performance is very long memory and makes a long time waiting for memory when opening any application from internal memory*. """,0,,"Kecepatan buka aplikasi memory iPhone 16 ini selambat siput, performanya lama banget memory dan bikin nunggu lama memory saat membuka aplikasi apapun dari memory internal*."" ",0,0,0,0,0,1,0,0,0,0,0,0
"RAM 8GB iPhone 16 terasa pas-pasan buat game berat terbaru, butuh RAM lebih besar untuk pengalaman gaming maksimal.",,"8GB of iPhone 16 RAM feels mediocre for the latest heavy games, it takes bigger RAM for maximum gaming experience.",0,,"RAM 8GB iPhone 16 terasa pas-pasan buat game berat terbaru, butuh RAM lebih besar untuk pengalaman gaming maksimal. ",0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 ini tetap dingin banget kayak kulkas dua pintu super canggih meski kerja keras memory, performanya adem memory maksimal dan gak bikin khawatir overheat memory sama sekali meski digunakan untuk transfer file besar atau multitasking berat dalam waktu yang super lama dan intensif.""",,"This iPhone 16 remains very cold like a super -sophisticated two -door refrigerator despite the hard work of memory, its performance is cool with maximum memory and doesn't worry about overheating memory at all even though it is used to transfer large files or heavy multitasking in a super long and intensive time. """,2,,"iPhone 16 ini tetap dingin banget kayak kulkas dua pintu super canggih meski kerja keras memory, performanya adem memory maksimal dan gak bikin khawatir overheat memory sama sekali meski digunakan untuk transfer file besar atau multitasking berat dalam waktu yang super lama dan intensif."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Overall memory iPhone 16 masih perlu peningkatan di beberapa aspek, terutama dalam hal kecepatan dan efisiensi RAM.",,"Overall Memory iPhone 16 still needs an increase in several aspects, especially in terms of RAM speed and efficiency.",2,,"Overall memory iPhone 16 masih perlu peningkatan di beberapa aspek, terutama dalam hal kecepatan dan efisiensi RAM. ",0,0,0,0,0,1,0,0,0,0,0,0
"Memory iPhone 16 katanya UFS 4.0, tapi kok gak kerasa bedanya sama UFS 3.1 ya?",,"Memory iPhone 16 he said UFS 4.0, but how come it doesn't feel the difference with UFS 3.1 huh?",0,,"Memory iPhone 16 katanya UFS 4.0, tapi kok gak kerasa bedanya sama UFS 3.1 ya? ",0,0,0,0,0,1,0,0,0,0,0,0
Overall memory iPhone 16 ini sangat direkomendasikan untuk pengguna yang aktif dan produktif.,,Overall Memory iPhone 16 is highly recommended for active and productive users.,2,,Overall memory iPhone 16 ini sangat direkomendasikan untuk pengguna yang aktif dan produktif. ,0,0,0,0,0,2,0,0,0,0,0,0
"Memory iPhone 16 UFS 4.0 cuma gimmick marketing, perbedaan kecepatan transfer data tidak terlalu terasa.",,"Memory iPhone 16 UFS 4.0 is just a gimmick marketing, the difference in data transfer speed is not very pronounced.",0,,"Memory iPhone 16 UFS 4.0 cuma gimmick marketing, perbedaan kecepatan transfer data tidak terlalu terasa. ",0,0,0,0,0,1,0,0,0,0,0,0
"RAM iPhone 16 cukup besar untuk multitasking, pindah aplikasi cepat, gak perlu nunggu loading ulang.",,"Iphone 16 RAM is large enough for multitasking, moving fast applications, no need to wait for loading.",1,,"RAM iPhone 16 cukup besar untuk multitasking, pindah aplikasi cepat, gak perlu nunggu loading ulang. ",0,0,0,0,0,2,0,0,0,0,0,0
"Dengan memory 1TB di iPhone 16, gak perlu lagi hapus-hapus foto atau video lama, lega banget!",,"With 1TB memory on iPhone 16, no need to delete old photos or videos, really relieved!",2,,"Dengan memory 1TB di iPhone 16, gak perlu lagi hapus-hapus foto atau video lama, lega banget! ",0,0,0,0,0,0,0,0,0,0,0,0
"Kecepatan internet memory iPhone 16 ini super cepat, performanya dalam download file dan upload cloud kilat.""",,"The internet speed of this iPhone 16 memory is super fast, its performance in downloading files and uploading lightning clouds. """,2,,"Kecepatan internet memory iPhone 16 ini super cepat, performanya dalam download file dan upload cloud kilat."" ",0,0,0,0,0,2,0,0,0,0,0,0
Overall memory iPhone 16 ini standar aja. Gak ada yang spesial atau bikin wow.,,Overall Memory iPhone 16 is standard.There is nothing special or makes wow.,2,,Overall memory iPhone 16 ini standar aja. Gak ada yang spesial atau bikin wow. ,0,0,0,0,0,1,0,0,0,0,0,0
"iPhone 16 ini boros baterai meski memory digunakan biasa saja, daya tahan baterai cepat habis meski memory masih kosong.""",,"The iPhone 16 is wasteful of batteries even though memory is used ordinary, battery life runs out quickly even though the memory is still empty. """,1,,"iPhone 16 ini boros baterai meski memory digunakan biasa saja, daya tahan baterai cepat habis meski memory masih kosong."" ",0,0,0,0,0,1,0,0,0,0,1,0
"Performa memory iPhone 16 stabil dan reliable, tidak pernah crash atau error terkait memory.""",,"Iphone 16 memory performance is stable and reliable, never crashed or error related to memory. """,2,,"Performa memory iPhone 16 stabil dan reliable, tidak pernah crash atau error terkait memory."" ",0,0,0,0,0,2,0,0,0,0,0,0
RAM 12GB di iPhone 16 bikin performa game makin optimal! Gak ada lag atau frame drop karena kekurangan memory.,,12GB RAM on the iPhone 16 makes the game performance more optimal!There is no lag or frame drop due to lack of memory.,1,,RAM 12GB di iPhone 16 bikin performa game makin optimal! Gak ada lag atau frame drop karena kekurangan memory. ,0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 ini berasa ringan banget kayak kapas performanya, smooth kayak sutra, enteng banget dipakenya buat segala aktivitas memory.",,"This iPhone 16 feels very light like a cotton cotton performance, smooth like silk, very easy to use for all memory activities.",2,,"iPhone 16 ini berasa ringan banget kayak kapas performanya, smooth kayak sutra, enteng banget dipakenya buat segala aktivitas memory. ",0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 ini cepat tanggap, setiap copy dan paste langsung direspon tanpa loading atau delay memory.""",,"The iPhone 16 is responsive, every copy and paste immediately responded without loading or delay memory. """,2,,"iPhone 16 ini cepat tanggap, setiap copy dan paste langsung direspon tanpa loading atau delay memory."" ",0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 ini hemat daya memory maksimal, performanya tetap optimal memory meski batre tinggal sedikit, efisiensi daya memory maksimal buat penggunaan sehari-hari maupun gaming.""",,"This iPhone 16 saves maximum memory power, its performance remains optimal memory even though the battery is only a little, the efficiency of maximum memory power for daily use or gaming. """,2,,"iPhone 16 ini hemat daya memory maksimal, performanya tetap optimal memory meski batre tinggal sedikit, efisiensi daya memory maksimal buat penggunaan sehari-hari maupun gaming."" ",0,0,0,0,0,2,0,0,0,0,0,0
iPhone 16 2TB kebanyakan memory! Buat apa storage segede itu di HP?,,Iphone 16 2TB Most Memory!What is storage as big as that on your cellphone?,0,,iPhone 16 2TB kebanyakan memory! Buat apa storage segede itu di HP? ,0,0,0,0,0,1,0,0,0,0,0,0
"Kecepatan memory iPhone 16 ini meroket, performanya cepat dan efisien dalam semua aspek, memory berkualitas tinggi.""",,"The iPhone 16 memory speed skyrocketed, its performance is fast and efficient in all aspects, high quality memory. """,2,,"Kecepatan memory iPhone 16 ini meroket, performanya cepat dan efisien dalam semua aspek, memory berkualitas tinggi."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Overall performa memory iPhone 16 ini perfecto memory performance kelas dewa, numero uno memory performance di jagat raya dan tiada tara memory performance di seluruh alam semesta, the best performance memory smartphone ever di dunia ini, di galaksi bima sakti, di seluruh alam semesta dan di multiverse!",,"Overall Performance Memory iPhone 16 This Perfecto Memory Performance Dewa Class, Numero Uno Memory Performance in the universe and no Tara Memory Performance throughout the universe, The Best Performance Memory Smartphone Ever in the world, in the Bima Sakti Galaxy, throughout the universe and in Multiverse!",2,,"Overall performa memory iPhone 16 ini perfecto memory performance kelas dewa, numero uno memory performance di jagat raya dan tiada tara memory performance di seluruh alam semesta, the best performance memory smartphone ever di dunia ini, di galaksi bima sakti, di seluruh alam semesta dan di multiverse! ",0,0,0,0,0,2,0,0,0,0,0,0
"Buat editing video gameplay kualitas terwahid memory iPhone 16 ini lama banget prosesnya memory kayak kura-kura super lambat terlemot di planet bumi, performanya lambat memory rendering video gameplay kualitas terwahid selama ribuan tahun tanpa akhir kehidupan dan tanpa harapan di dunia dan di akhirat.""",,"For editing video gameplay, the most quality iPhone 16 memory gameplay is a long time the process of memory like a super slow turtle is built on the planet Earth, the performance is slow to memory rendering video gameplay of the most quality gameplay for thousands of years without the end of life and without hope in the world and in the hereafter. """,2,,"Buat editing video gameplay kualitas terwahid memory iPhone 16 ini lama banget prosesnya memory kayak kura-kura super lambat terlemot di planet bumi, performanya lambat memory rendering video gameplay kualitas terwahid selama ribuan tahun tanpa akhir kehidupan dan tanpa harapan di dunia dan di akhirat."" ",0,0,0,0,0,1,0,0,0,0,0,0
"Memory iPhone 16 berasa kayak SSD super cepat di laptop gaming, transfer data gede-gedean gak masalah sama sekali, ngebut!",,"Memory iPhone 16 feels like a super fast SSD on a gaming laptop, big data transfer doesn't matter at all, speeding!",2,,"Memory iPhone 16 berasa kayak SSD super cepat di laptop gaming, transfer data gede-gedean gak masalah sama sekali, ngebut! ",0,0,0,0,0,2,0,0,0,0,0,0
"Harga iPhone 16 1TB mahal banget! Mending beli yang 256GB aja deh, lebih hemat.",,"The price of the iPhone 16 1TB is really expensive!It's better to just buy the 256GB, more efficient.",2,,"Harga iPhone 16 1TB mahal banget! Mending beli yang 256GB aja deh, lebih hemat. ",0,0,0,0,0,1,0,0,0,0,0,0
iPhone 16 ini hemat memory banget,,This iPhone 16 saves really memory,0,,iPhone 16 ini hemat memory banget ,0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 memory gampang panas memory, performanya menurun memory drastis kalo dipake lama buat aktivitas berat memory dan memory penuh.""",,"iPhone 16 memory is easily hot memory, its performance decreases drastic memory if you use long for heavy activity memory and full memory. """,2,,"iPhone 16 memory gampang panas memory, performanya menurun memory drastis kalo dipake lama buat aktivitas berat memory dan memory penuh."" ",0,0,0,0,0,1,0,0,0,0,0,0
"iPhone 16 memory lambat banget, buka file besar atau video editing lemot dan loading nya lama.",,"iPhone 16 memory is very slow, open large files or slow video editing and long loading.",0,,"iPhone 16 memory lambat banget, buka file besar atau video editing lemot dan loading nya lama. ",0,0,0,0,0,1,0,0,0,0,0,0
"Upgrade memory iPhone 16 sepadan dengan kualitas yang ditawarkan, harga mahal tapi performa dan kapasitas memory sesuai.",,"Upgrade Memory iPhone 16 is commensurate with the quality offered, expensive prices but the performance and capacity of memory are appropriate.",0,,"Upgrade memory iPhone 16 sepadan dengan kualitas yang ditawarkan, harga mahal tapi performa dan kapasitas memory sesuai. ",0,0,0,0,0,2,0,0,0,0,0,0
"Upgrade memory iPhone 16 terlalu mahal, harga tidak sebanding dengan peningkatan memory yang didapatkan, kemahalan!",,"Upgrading iPhone 16 memory is too expensive, the price is not comparable to the increase in memory obtained, expensive!",2,,"Upgrade memory iPhone 16 terlalu mahal, harga tidak sebanding dengan peningkatan memory yang didapatkan, kemahalan! ",0,0,0,0,0,1,0,0,0,0,0,0
"iPhone 16 ini gesit banget di jari kayak penari balet memory, semua gesture memory dan touch memory direspon dengan kecepatan dan presisi tinggi, memory management jadi menyenangkan!""",,"The iPhone 16 is very agile on the fingers like a memory ballet dancer, all the memory gestures and touch memory are responded to with high speed and precision, memory management is fun! """,2,,"iPhone 16 ini gesit banget di jari kayak penari balet memory, semua gesture memory dan touch memory direspon dengan kecepatan dan presisi tinggi, memory management jadi menyenangkan!"" ",0,0,0,0,0,2,0,0,0,0,0,0
"iPhone 16 ini kaku banget dioperasikan memory, banyak fitur memory dan fungsi memory berjalan dengan lambat dan tersendat memory.""",,"The iPhone 16 is very rigid to be operated by memory, many memory features and memory functions run slowly and stagnant to memory. """,1,,"iPhone 16 ini kaku banget dioperasikan memory, banyak fitur memory dan fungsi memory berjalan dengan lambat dan tersendat memory."" ",0,0,0,0,0,1,0,0,0,0,0,0
"iPhone 16 ini hemat daya memory, performanya tetap optimal memory meski batre tinggal sedikit, efisiensi daya memory maksimal.""",,"The iPhone 16 saves memory power, its performance remains optimal memory even though the battery is only a little, maximum memory power efficiency. """,2,,"iPhone 16 ini hemat daya memory, performanya tetap optimal memory meski batre tinggal sedikit, efisiensi daya memory maksimal."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Performa memory iPhone 16 reliable banget memory, gak pernah nge-hang memory performance atau error memory performance yang aneh-aneh.""",,"The performance of the iPhone 16 memory is very reliable memory, never hanging memory performance or error memory performance that is strange. """,1,,"Performa memory iPhone 16 reliable banget memory, gak pernah nge-hang memory performance atau error memory performance yang aneh-aneh."" ",0,0,0,0,0,2,0,0,0,0,0,0
Ketergantungan pada iCloud membuat pengguna tetap harus bayar biaya tambahan untuk storage cloud.,,Dependence on iCloud makes users still have to pay additional fees for storage clouds.,1,,Ketergantungan pada iCloud membuat pengguna tetap harus bayar biaya tambahan untuk storage cloud. ,0,0,0,0,0,1,0,0,0,0,0,0
"Kualitas audio memory iPhone 16 biasa aja, lossless audio format terlalu boros memory, suara standar dan tidak ada peningkatan signifikan!""",,"The quality of the Iphone Memory Audio 16 is ordinary, Lossless Audio Format is too wasteful of memory, standard sound and there is no significant increase! """,2,,"Kualitas audio memory iPhone 16 biasa aja, lossless audio format terlalu boros memory, suara standar dan tidak ada peningkatan signifikan!"" ",0,0,0,0,0,1,0,0,0,0,0,0
"Buat rendering video 4K memory iPhone 16 ini cepat banget prosesnya, performanya ngebut memory rendering video 4K kualitas tinggi dan hasilnya langsung jadi dalam hitungan detik.""",,"For rendering the 4K memory iPhone 16 video, the process is very fast, the performance is speeding with a high quality 4K video rendering and the results will be in a matter of seconds. """,0,,"Buat rendering video 4K memory iPhone 16 ini cepat banget prosesnya, performanya ngebut memory rendering video 4K kualitas tinggi dan hasilnya langsung jadi dalam hitungan detik."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Memory iPhone 16 ini memastikan performa tetap optimal meski digunakan dalam jangka waktu lama.""",,"This iPhone 16 memory ensures that performance remains optimal even though it is used for a long time. """,2,,"Memory iPhone 16 ini memastikan performa tetap optimal meski digunakan dalam jangka waktu lama."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Performa memory iPhone 16 reliable kayak jam swiss memory, gak pernah nge-hang memory atau error memory sama sekali, terpercaya dan handal!""",,"Memory performance iPhone 16 Reliable like Swiss Memory Clock, never hang memory or error memory at all, trusted and reliable! """,2,,"Performa memory iPhone 16 reliable kayak jam swiss memory, gak pernah nge-hang memory atau error memory sama sekali, terpercaya dan handal!"" ",0,0,0,0,0,2,0,0,0,0,0,0
RAM iPhone 16 terkadang masih terasa kurang kalau buka banyak aplikasi berat sekaligus.,,RAM iPhone 16 sometimes still feels lacking when opening a lot of heavy applications at once.,0,,RAM iPhone 16 terkadang masih terasa kurang kalau buka banyak aplikasi berat sekaligus. ,0,0,0,0,0,1,0,0,0,0,0,0
"Main game battle royale rank tinggi memory di iPhone 16 ini lancar jaya performanya, performanya stabil memory di rank tertinggi dan grafisnya detail memory meski digunakan dalam waktu yang lama.""",,"Playing the Battle Royale High Memory Game on the iPhone 16 is smooth, its performance is stable in the highest rank and the graphics of the memory details even though it is used for a long time. """,2,,"Main game battle royale rank tinggi memory di iPhone 16 ini lancar jaya performanya, performanya stabil memory di rank tertinggi dan grafisnya detail memory meski digunakan dalam waktu yang lama."" ",0,0,0,0,0,2,0,0,0,0,0,0
